"35006","hdoj","5654","http://acm.hdu.edu.cn/showproblem.php?pid=5654","xiaoxin and his watermelon candy","HDU 5654 (树状数组 离散化) - morejarphone~
        - 博客频道 - CSDN.NET","csdn","http://blog.csdn.net/morejarphone/article/details/51001814"
"35005","hdoj","5654","http://acm.hdu.edu.cn/showproblem.php?pid=5654","xiaoxin and his watermelon candy","HDU 5654 Clarke and problem(动态规划) - 豪气干云 - 博客园","博客园","http://www.cnblogs.com/tenlee/p/4836495.html"
"35003","hdoj","5654","http://acm.hdu.edu.cn/showproblem.php?pid=5654","xiaoxin and his watermelon candy","HDU 5653 (DP) - morejarphone~
        - 博客频道 - CSDN.NET","csdn","http://blog.csdn.net/morejarphone/article/details/50989579"
"35002","hdoj","5654","http://acm.hdu.edu.cn/showproblem.php?pid=5654","xiaoxin and his watermelon candy","线段树+离线 hdu5654 xiaoxin and his watermelon candy - qwb的博客
        - 博客频道 - CSDN.NET","csdn","http://blog.csdn.net/qwb492859377/article/details/50993825"
"35001","hdoj","5654","http://acm.hdu.edu.cn/showproblem.php?pid=5654","xiaoxin and his watermelon candy","【HDOJ 5654】 xiaoxin and his watermelon candy（离线+树状数组） - ACMer&#39;
        - 博客频道 - CSDN.NET","csdn","http://blog.csdn.net/challengerrumble/article/details/51000967"
"35000","hdoj","5653","http://acm.hdu.edu.cn/showproblem.php?pid=5653","Bomber Man wants to bomb an Array.","HDU5653 Bomber Man wants to bomb an Array. DP - Jonariguez的专栏
        - 博客频道 - CSDN.NET","csdn","http://blog.csdn.net/u013068502/article/details/50991507"
"35021","hdoj","5656","http://acm.hdu.edu.cn/showproblem.php?pid=5656","CA Loves GCD","HDU 5656	 CA Loves GCD - Occult 在前进的路上
        - 博客频道 - CSDN.NET","csdn","http://blog.csdn.net/jtjy568805874/article/details/51050509"
"35020","hdoj","5656","http://acm.hdu.edu.cn/showproblem.php?pid=5656","CA Loves GCD","HDU 5656 (莫比乌斯反演) - morejarphone~
        - 博客频道 - CSDN.NET","csdn","http://blog.csdn.net/morejarphone/article/details/51045580"
"35019","hdoj","5656","http://acm.hdu.edu.cn/showproblem.php?pid=5656","CA Loves GCD","HDU5656 所有子集GCD和 - 风一样的自由，色彩斑斓的雨季
        - 博客频道 - CSDN.NET","csdn","http://blog.csdn.net/qq_24477135/article/details/51057013"
"35018","hdoj","5656","http://acm.hdu.edu.cn/showproblem.php?pid=5656","CA Loves GCD","hdu 5656 CA Loves GCD(dp+gcd）（Bestcoder #78 1002） - chat_c的博客
        - 博客频道 - CSDN.NET","csdn","http://blog.csdn.net/chat_c/article/details/51049700"
"35017","hdoj","5656","http://acm.hdu.edu.cn/showproblem.php?pid=5656","CA Loves GCD","【HDU5656】CA Loves GCD，容斥思想与乱搞 - xym_CSDN的博客
        - 博客频道 - CSDN.NET","csdn","http://blog.csdn.net/xym_csdn/article/details/51052074"
"35016","hdoj","5656","http://acm.hdu.edu.cn/showproblem.php?pid=5656","CA Loves GCD","hdu 5656 CA Loves GCD - lucky_少哖 - 博客园","博客园","http://www.cnblogs.com/pshw/p/5351435.html"
"35015","hdoj","5656","http://acm.hdu.edu.cn/showproblem.php?pid=5656","CA Loves GCD","hdoj 5656 CA Loves GCD 【dp】 - 笑着走完自己的路
        - 博客频道 - CSDN.NET","csdn","http://blog.csdn.net/chenzhenyu123456/article/details/51052053"
"35014","hdoj","5656","http://acm.hdu.edu.cn/showproblem.php?pid=5656","CA Loves GCD","hdu5656 CA Loves GCD - 越努力，越幸运！
        - 博客频道 - CSDN.NET","csdn","http://blog.csdn.net/mymilkbottles/article/details/51050007"
"35013","hdoj","5656","http://acm.hdu.edu.cn/showproblem.php?pid=5656","CA Loves GCD","hdu5656 CA Loves GCD - 故事还在继续......
        - 博客频道 - CSDN.NET","csdn","http://blog.csdn.net/yexiaohhjk/article/details/51051882"
"35012","hdoj","5655","http://acm.hdu.edu.cn/showproblem.php?pid=5655","CA Loves Stick","hdu 5655 CA Loves Stick【思维】 -  mengxiang000000
        - 博客频道 - CSDN.NET","csdn","http://blog.csdn.net/mengxiang000000/article/details/51048969"
"35011","hdoj","5655","http://acm.hdu.edu.cn/showproblem.php?pid=5655","CA Loves Stick","hdu5655 CA Loves Stick JAVA大数 - EventQueue的博客
        - 博客频道 - CSDN.NET","csdn","http://blog.csdn.net/eventqueue/article/details/51045645"
"35010","hdoj","5655","http://acm.hdu.edu.cn/showproblem.php?pid=5655","CA Loves Stick","HDU - 5655 CA Loves Stick - The Blog Of Uncle_Sugar
        - 博客频道 - CSDN.NET","csdn","http://blog.csdn.net/sinat_29278271/article/details/51051982"
"35009","hdoj","5655","http://acm.hdu.edu.cn/showproblem.php?pid=5655","CA Loves Stick","HDU5655 CA Loves Stick （BC） - 随心丶而遇的博客
        - 博客频道 - CSDN.NET","csdn","http://blog.csdn.net/d_x_d/article/details/51045474"
"35007","hdoj","5655","http://acm.hdu.edu.cn/showproblem.php?pid=5655","CA Loves Stick","HDU 5655 CA Loves Stick - Benjamin_Z的博客
        - 博客频道 - CSDN.NET","csdn","http://blog.csdn.net/strokess/article/details/51045476"
"35006","hdoj","5654","http://acm.hdu.edu.cn/showproblem.php?pid=5654","xiaoxin and his watermelon candy","HDU 5654 (树状数组 离散化) - morejarphone~
        - 博客频道 - CSDN.NET","csdn","http://blog.csdn.net/morejarphone/article/details/51001814"
"35005","hdoj","5654","http://acm.hdu.edu.cn/showproblem.php?pid=5654","xiaoxin and his watermelon candy","HDU 5654 Clarke and problem(动态规划) - 豪气干云 - 博客园","博客园","http://www.cnblogs.com/tenlee/p/4836495.html"
"35003","hdoj","5654","http://acm.hdu.edu.cn/showproblem.php?pid=5654","xiaoxin and his watermelon candy","HDU 5653 (DP) - morejarphone~
        - 博客频道 - CSDN.NET","csdn","http://blog.csdn.net/morejarphone/article/details/50989579"
"35002","hdoj","5654","http://acm.hdu.edu.cn/showproblem.php?pid=5654","xiaoxin and his watermelon candy","线段树+离线 hdu5654 xiaoxin and his watermelon candy - qwb的博客
        - 博客频道 - CSDN.NET","csdn","http://blog.csdn.net/qwb492859377/article/details/50993825"
"35001","hdoj","5654","http://acm.hdu.edu.cn/showproblem.php?pid=5654","xiaoxin and his watermelon candy","【HDOJ 5654】 xiaoxin and his watermelon candy（离线+树状数组） - ACMer&#39;
        - 博客频道 - CSDN.NET","csdn","http://blog.csdn.net/challengerrumble/article/details/51000967"
"35000","hdoj","5653","http://acm.hdu.edu.cn/showproblem.php?pid=5653","Bomber Man wants to bomb an Array.","HDU5653 Bomber Man wants to bomb an Array. DP - Jonariguez的专栏
        - 博客频道 - CSDN.NET","csdn","http://blog.csdn.net/u013068502/article/details/50991507"
"34999","hdoj","5653","http://acm.hdu.edu.cn/showproblem.php?pid=5653","Bomber Man wants to bomb an Array.","【HDOJ 5653】 Bomber Man wants to bomb an Array.（DP） - ACMer&#39;
        - 博客频道 - CSDN.NET","csdn","http://blog.csdn.net/challengerrumble/article/details/51000900"
"34998","hdoj","5653","http://acm.hdu.edu.cn/showproblem.php?pid=5653","Bomber Man wants to bomb an Array.","hdu5653 Bomber Man wants to bomb an Array. - moon_NO2015的博客
        - 博客频道 - CSDN.NET","csdn","http://blog.csdn.net/moon_no2015/article/details/50993183"
"34997","hdoj","5652","http://acm.hdu.edu.cn/showproblem.php?pid=5652","India and China Origins","HDU 5652 (二分 bfs) - morejarphone~
        - 博客频道 - CSDN.NET","csdn","http://blog.csdn.net/morejarphone/article/details/50989562"
"34996","hdoj","5652","http://acm.hdu.edu.cn/showproblem.php?pid=5652","India and China Origins","hdoj 5652 India and China Origins 【二分 + BFS】 - 笑着走完自己的路
        - 博客频道 - CSDN.NET","csdn","http://blog.csdn.net/chenzhenyu123456/article/details/51006225"
"34995","hdoj","5652","http://acm.hdu.edu.cn/showproblem.php?pid=5652","India and China Origins","hdu5652 - yuanjunlai141的专栏
        - 博客频道 - CSDN.NET","csdn","http://blog.csdn.net/yuanjunlai141/article/details/50993066"
"34994","hdoj","5651","http://acm.hdu.edu.cn/showproblem.php?pid=5651","xiaoxin juju needs help","HDU5651 xiaoxin juju needs help 组合 - Jonariguez的专栏
        - 博客频道 - CSDN.NET","csdn","http://blog.csdn.net/u013068502/article/details/50989240"
"34993","hdoj","5651","http://acm.hdu.edu.cn/showproblem.php?pid=5651","xiaoxin juju needs help","数论&nbsp;阶乘逆元&nbsp;&nbsp;hdu5651&nbsp;&nbsp;xiaoxin&nbsp;juju&nbsp;needs&nbsp;help_talewoods_新浪博客","sina","http://blog.sina.com.cn/s/blog_140e100580102w9rz.html"
"34992","hdoj","5651","http://acm.hdu.edu.cn/showproblem.php?pid=5651","xiaoxin juju needs help","HDU 5651 xiaoxin juju needs help 水题一发 - shuguangzw - 博客园","博客园","http://www.cnblogs.com/shuguangzw/p/5324221.html"
"34991","hdoj","5651","http://acm.hdu.edu.cn/showproblem.php?pid=5651","xiaoxin juju needs help","hdu5651（乘法逆元&amp;&amp;组合数） - 北门的智慧
        - 博客频道 - CSDN.NET","csdn","http://blog.csdn.net/qq_27599517/article/details/51000369"
"34990","hdoj","5651","http://acm.hdu.edu.cn/showproblem.php?pid=5651","xiaoxin juju needs help","hdu 5651 (组合数学 + 阶乘求逆元) - __小明003的博客
        - 博客频道 - CSDN.NET","csdn","http://blog.csdn.net/a73265/article/details/51001413"
"34989","hdoj","5651","http://acm.hdu.edu.cn/showproblem.php?pid=5651","xiaoxin juju needs help","HDU 5651 - turtlew的博客
        - 博客频道 - CSDN.NET","csdn","http://blog.csdn.net/turtlew/article/details/50989943"
"34988","hdoj","5651","http://acm.hdu.edu.cn/showproblem.php?pid=5651","xiaoxin juju needs help","HDU 5651 - 萌萌哒哒哒 - 博客园","博客园","http://www.cnblogs.com/qioalu/p/5324523.html"
"34987","hdoj","5650","http://acm.hdu.edu.cn/showproblem.php?pid=5650","so easy","BestCoder Round #77 (div.2)（hdu5650，hdu5651（逆元），hdu5652（二分），hdu5653（dp）） - piaocoder
        - 博客频道 - CSDN.NET","csdn","http://blog.csdn.net/piaocoder/article/details/51004264"
"34986","hdoj","5650","http://acm.hdu.edu.cn/showproblem.php?pid=5650","so easy","HDU 5650 so easy 水的666 - BLACK MAMBA
        - 博客频道 - CSDN.NET","csdn","http://blog.csdn.net/triple_wdf/article/details/50993413"
"34985","hdoj","5650","http://acm.hdu.edu.cn/showproblem.php?pid=5650","so easy","hdu5650 so easy 组合数 - EventQueue的博客
        - 博客频道 - CSDN.NET","csdn","http://blog.csdn.net/eventqueue/article/details/50990174"
"34983","hdoj","5649","http://acm.hdu.edu.cn/showproblem.php?pid=5649","DZY Loves Sorting","HDU5649 DZY Loves Sorting 二分+线段树 - cadongllas的博客
        - 博客频道 - CSDN.NET","csdn","http://blog.csdn.net/cadongllas/article/details/50959138"
"34978","hdoj","5648","http://acm.hdu.edu.cn/showproblem.php?pid=5648","DZY Loves Math","【HDU5648 BestCoder Round 76 (div1)C】【打表or数位DP】DZY Loves Math nm范围内i和j i或j的gcd之和 - snowy_smile的博客
        - 博客频道 - CSDN.NET","csdn","http://blog.csdn.net/snowy_smile/article/details/50935311"
"34977","hdoj","5647","http://acm.hdu.edu.cn/showproblem.php?pid=5647","DZY Loves Connecting","【HDU 5647】DZY Loves Connecting（树DP） - ACMer&#39;
        - 博客频道 - CSDN.NET","csdn","http://blog.csdn.net/challengerrumble/article/details/50943276"
"34976","hdoj","5647","http://acm.hdu.edu.cn/showproblem.php?pid=5647","DZY Loves Connecting","hdu5647DZY Loves Connecting - Fsss
        - 博客频道 - CSDN.NET","csdn","http://blog.csdn.net/fsss_7/article/details/50933450"
"34975","hdoj","5646","http://acm.hdu.edu.cn/showproblem.php?pid=5646","DZY Loves Partition","HDU 5646 DZY Loves Partition 数列 - BLACK MAMBA
        - 博客频道 - CSDN.NET","csdn","http://blog.csdn.net/triple_wdf/article/details/50935859"
"34974","hdoj","5646","http://acm.hdu.edu.cn/showproblem.php?pid=5646","DZY Loves Partition","HDOJ 5646 DZY Loves Partition - wyjwyl的专栏
        - 博客频道 - CSDN.NET","csdn","http://blog.csdn.net/wyjwyl/article/details/50933254"
"34973","hdoj","5646","http://acm.hdu.edu.cn/showproblem.php?pid=5646","DZY Loves Partition","hdu5646(数学) - bokzmm的博客
        - 博客频道 - CSDN.NET","csdn","http://blog.csdn.net/bokzmm/article/details/50939679"
"34972","hdoj","5646","http://acm.hdu.edu.cn/showproblem.php?pid=5646","DZY Loves Partition","hdu5646(数学) - chenhuan001 - 博客园","博客园","http://www.cnblogs.com/chenhuan001/p/5298123.html"
"34971","hdoj","5645","http://acm.hdu.edu.cn/showproblem.php?pid=5645","DZY Loves Balls","【bestcoder】Round #76 (div.2)   (hdu 5645 &amp; 5646 &amp;5647 &amp; 5648 ) - DERITt的博客
        - 博客频道 - CSDN.NET","csdn","http://blog.csdn.net/deritt/article/details/50932857"
"34970","hdoj","5644","http://acm.hdu.edu.cn/showproblem.php?pid=5644","King's Pilots","HDU 5644 King&#39;s Pilots 费用流 - qscqesze - 博客园","博客园","http://www.cnblogs.com/qscqesze/p/5270881.html"
"34969","hdoj","5643","http://acm.hdu.edu.cn/showproblem.php?pid=5643","King's Game","HDU 5643 King&#39;s Game 打表 - qscqesze - 博客园","博客园","http://www.cnblogs.com/qscqesze/p/5270329.html"
"34968","hdoj","5642","http://acm.hdu.edu.cn/showproblem.php?pid=5642","King's Order","hdu 5642 King&#39;s Order - 下周LGD该赢了吧 - 博客园","博客园","http://www.cnblogs.com/titicia/p/5270249.html"
"34967","hdoj","5642","http://acm.hdu.edu.cn/showproblem.php?pid=5642","King's Order","HDU 5642 King&#39;s Order 动态规划 - qscqesze - 博客园","博客园","http://www.cnblogs.com/qscqesze/p/5270322.html"
"34966","hdoj","5642","http://acm.hdu.edu.cn/showproblem.php?pid=5642","King's Order","HDU 5642	 不能出现连续四个数相同的组合情况 （组合数学） - AK_HuangYC的博客
        - 博客频道 - CSDN.NET","csdn","http://blog.csdn.net/h1021456873/article/details/50868527"
"34965","hdoj","5642","http://acm.hdu.edu.cn/showproblem.php?pid=5642","King's Order","hdu-5642 King&#39;s Order(数位dp) - 2014300227 - 博客园","博客园","http://www.cnblogs.com/zhangchengc919/p/5270856.html"
"34963","hdoj","5641","http://acm.hdu.edu.cn/showproblem.php?pid=5641","King's Phone","HDU 5641  国王的手机 king&#39;s phone - 白羊_baiyang的博客
        - 博客频道 - CSDN.NET","csdn","http://blog.csdn.net/qq_33184171/article/details/50867690"
"34962","hdoj","5641","http://acm.hdu.edu.cn/showproblem.php?pid=5641","King's Phone","hdu5641King&#39;s Phone - jichangzhen的博客
        - 博客频道 - CSDN.NET","csdn","http://blog.csdn.net/jichangzhen/article/details/50867904"
"34961","hdoj","5641","http://acm.hdu.edu.cn/showproblem.php?pid=5641","King's Phone","HDOJ 5641-King&#39;s Phone【模拟】 - 小I的博客
        - 博客频道 - CSDN.NET","csdn","http://blog.csdn.net/qq_29600137/article/details/50867999"
"34960","hdoj","5640","http://acm.hdu.edu.cn/showproblem.php?pid=5640","King's Cake","HDU 5640 King&#39;s Cake GCD - qscqesze - 博客园","博客园","http://www.cnblogs.com/qscqesze/p/5270308.html"
"34959","hdoj","5640","http://acm.hdu.edu.cn/showproblem.php?pid=5640","King's Cake","HDOJ 5640-King&#39;s Cake【数学】 - 小I的博客
        - 博客频道 - CSDN.NET","csdn","http://blog.csdn.net/qq_29600137/article/details/50867840"
"34958","hdoj","5640","http://acm.hdu.edu.cn/showproblem.php?pid=5640","King's Cake","HDU 5640 King&#39;s Cake - 当你准备战斗，等待最后的读秒
        - 博客频道 - CSDN.NET","csdn","http://blog.csdn.net/qq_25605637/article/details/50867864"
"34957","hdoj","5640","http://acm.hdu.edu.cn/showproblem.php?pid=5640","King's Cake","hdu-5640 King&#39;s Cake (水题) - 2014300227 - 博客园","博客园","http://www.cnblogs.com/zhangchengc919/p/5270361.html"
"34954","hdoj","5639","http://acm.hdu.edu.cn/showproblem.php?pid=5639","Deletion","HDU 5639	 Deletion - Occult 在前进的路上
        - 博客频道 - CSDN.NET","csdn","http://blog.csdn.net/jtjy568805874/article/details/50812249"
"34953","hdoj","5639","http://acm.hdu.edu.cn/showproblem.php?pid=5639","Deletion","HDU 5639 Deletion 二分+网络流 - shuguangzw - 博客园","博客园","http://www.cnblogs.com/shuguangzw/p/5247066.html"
"34952","hdoj","5638","http://acm.hdu.edu.cn/showproblem.php?pid=5638","Toposort","HDU5638 bestcoder#74 Toposort 题解&amp;代码 - Rainbow6174&#39;s home
        - 博客频道 - CSDN.NET","csdn","http://blog.csdn.net/rainbow6174/article/details/50822391"
"34951","hdoj","5638","http://acm.hdu.edu.cn/showproblem.php?pid=5638","Toposort","HDU 5638 Toposort - Step by step
        - 博客频道 - CSDN.NET","csdn","http://blog.csdn.net/u014686462/article/details/50822179"
"34950","hdoj","5638","http://acm.hdu.edu.cn/showproblem.php?pid=5638","Toposort","hdu5638 秘之贪心 - mymilkbottles的博客
        - 博客频道 - CSDN.NET","csdn","http://blog.csdn.net/mymilkbottles/article/details/50826879"
"34949","hdoj","5637","http://acm.hdu.edu.cn/showproblem.php?pid=5637","Transform","HDU 5637 Transform - Step by step
        - 博客频道 - CSDN.NET","csdn","http://blog.csdn.net/u014686462/article/details/50821981"
"34947","hdoj","5637","http://acm.hdu.edu.cn/showproblem.php?pid=5637","Transform","HDU 5637：Transform - 光速小子
        - 博客频道 - CSDN.NET","csdn","http://blog.csdn.net/u010885899/article/details/50822651"
"34946","hdoj","5636","http://acm.hdu.edu.cn/showproblem.php?pid=5636","Shortest Path","【hdu 5636】Shortest Path 中文题意&amp;题解&amp;代码（C++） - DERITt的博客
        - 博客频道 - CSDN.NET","csdn","http://blog.csdn.net/deritt/article/details/50822182"
"34944","hdoj","5636","http://acm.hdu.edu.cn/showproblem.php?pid=5636","Shortest Path","hdoj 5636 Shortest Path 【最短路】 - 笑着走完自己的路
        - 博客频道 - CSDN.NET","csdn","http://blog.csdn.net/chenzhenyu123456/article/details/50825819"
"34943","hdoj","5636","http://acm.hdu.edu.cn/showproblem.php?pid=5636","Shortest Path","hdu 5636 - __小明003的博客
        - 博客频道 - CSDN.NET","csdn","http://blog.csdn.net/a73265/article/details/50838167"
"34942","hdoj","5635","http://acm.hdu.edu.cn/showproblem.php?pid=5635","LCP Array","♥HDOJ 5635-LCP Array - 小I的博客
        - 博客频道 - CSDN.NET","csdn","http://blog.csdn.net/qq_29600137/article/details/50811025"
"34941","hdoj","5635","http://acm.hdu.edu.cn/showproblem.php?pid=5635","LCP Array","【hdu 5635】LCP Array   中文题意&amp;题解&amp;代码（C++） - DERITt的博客
        - 博客频道 - CSDN.NET","csdn","http://blog.csdn.net/deritt/article/details/50822077"
"34940","hdoj","5635","http://acm.hdu.edu.cn/showproblem.php?pid=5635","LCP Array","hdoj 5635 LCP Array 【模拟】 - 笑着走完自己的路
        - 博客频道 - CSDN.NET","csdn","http://blog.csdn.net/chenzhenyu123456/article/details/50814420"
"34939","hdoj","5634","http://acm.hdu.edu.cn/showproblem.php?pid=5634","Rikka with Phi","HDU 5634 Rikka with Phi 线段树 - shuguangzw - 博客园","博客园","http://www.cnblogs.com/shuguangzw/p/5221615.html"
"34938","hdoj","5634","http://acm.hdu.edu.cn/showproblem.php?pid=5634","Rikka with Phi","hdu5634 BestCoder Round #73 (div.1) - 阳光下的泡沫
        - 博客频道 - CSDN.NET","csdn","http://blog.csdn.net/fun_zero/article/details/50750855"
"34937","hdoj","5634","http://acm.hdu.edu.cn/showproblem.php?pid=5634","Rikka with Phi","HDU 5634	 Rikka with Phi - Occult 在前进的路上
        - 博客频道 - CSDN.NET","csdn","http://blog.csdn.net/jtjy568805874/article/details/50706532"
"34936","hdoj","5634","http://acm.hdu.edu.cn/showproblem.php?pid=5634","Rikka with Phi","hdoj 5634 Rikka with Phi 【线段树 + 欧拉】 - 笑着走完自己的路
        - 博客频道 - CSDN.NET","csdn","http://blog.csdn.net/chenzhenyu123456/article/details/50757429"
"34933","hdoj","5632","http://acm.hdu.edu.cn/showproblem.php?pid=5632","Rikka with Array","HDU 5632 Rikka with Array [想法题] - sagitta - 博客园","博客园","http://www.cnblogs.com/sagitta/p/5225991.html"
"34925","hdoj","5632","http://acm.hdu.edu.cn/showproblem.php?pid=5632","Rikka with Array","HDOJ5632-Rikka with Array  |  Accepted题解网","accepted","http://accepted.com.cn/hdoj5632/"
"34924","hdoj","5634","http://acm.hdu.edu.cn/showproblem.php?pid=5634","Rikka with Phi","HDOJ5634-Rikka with Phi  |  Accepted题解网","accepted","http://accepted.com.cn/hdoj5634/"
"34923","hdoj","5631","http://acm.hdu.edu.cn/showproblem.php?pid=5631","Rikka with Graph","HDOJ5631-Rikka with Graph  |  Accepted题解网","accepted","http://accepted.com.cn/hdoj5631/"
"34922","hdoj","5630","http://acm.hdu.edu.cn/showproblem.php?pid=5630","Rikka with Chess","HDOJ5630-Rikka with Chess  |  Accepted题解网","accepted","http://accepted.com.cn/hdoj5630/"
"34921","hdoj","5634","http://acm.hdu.edu.cn/showproblem.php?pid=5634","Rikka with Phi","HDU 5634 Rikka with Phi 线段树 - qscqesze - 博客园","博客园","http://www.cnblogs.com/qscqesze/p/5206843.html"
"34920","hdoj","5631","http://acm.hdu.edu.cn/showproblem.php?pid=5631","Rikka with Graph","HDU 5631 Rikka with Graph 暴力 并查集 - qscqesze - 博客园","博客园","http://www.cnblogs.com/qscqesze/p/5206714.html"
"34919","hdoj","5631","http://acm.hdu.edu.cn/showproblem.php?pid=5631","Rikka with Graph","HDOJ 5631  Rikka with Graph （删边判断连通性） - 滴水穿石，慢慢积累，总会有成果
        - 博客频道 - CSDN.NET","csdn","http://blog.csdn.net/helloiamclh/article/details/50706680"
"34918","hdoj","5631","http://acm.hdu.edu.cn/showproblem.php?pid=5631","Rikka with Graph","hdu5631 - mymilkbottles的博客
        - 博客频道 - CSDN.NET","csdn","http://blog.csdn.net/mymilkbottles/article/details/50709135"
"34917","hdoj","5630","http://acm.hdu.edu.cn/showproblem.php?pid=5630","Rikka with Chess","HDU 5630 Rikka with Chess - 让代码变得更简洁美丽  的博客
        - 博客频道 - CSDN.NET","csdn","http://blog.csdn.net/qq_25605637/article/details/50706477"
"34916","hdoj","5630","http://acm.hdu.edu.cn/showproblem.php?pid=5630","Rikka with Chess","HDOJ  5630  Rikka with Chess - 滴水穿石，慢慢积累，总会有成果
        - 博客频道 - CSDN.NET","csdn","http://blog.csdn.net/helloiamclh/article/details/50706675"
"34915","hdoj","5630","http://acm.hdu.edu.cn/showproblem.php?pid=5630","Rikka with Chess","HDOJ 5630-Rikka with Chess - 小I的博客
        - 博客频道 - CSDN.NET","csdn","http://blog.csdn.net/qq_29600137/article/details/50707938"
"34914","hdoj","5628","http://acm.hdu.edu.cn/showproblem.php?pid=5628","Clarke and math","HDU-5628-Clarke-and-math-狄利克雷卷积 - 无限大な梦のあとの 何もない世の中じゃ
        - 博客频道 - CSDN.NET","csdn","http://blog.csdn.net/u014610830/article/details/50706083"
"34913","hdoj","5629","http://acm.hdu.edu.cn/showproblem.php?pid=5629","Clarke and tree","HDOJ5629-Clarke and tree  |  Accepted题解网","accepted","http://accepted.com.cn/hdoj5629/"
"34912","hdoj","5628","http://acm.hdu.edu.cn/showproblem.php?pid=5628","Clarke and math","HDOJ5628-Clarke and math  |  Accepted题解网","accepted","http://accepted.com.cn/hdoj5628/"
"34911","hdoj","5627","http://acm.hdu.edu.cn/showproblem.php?pid=5627","Clarke and MST","hdu5627 Clarke and MST (并查集) - Kirito_Acmer
        - 博客频道 - CSDN.NET","csdn","http://blog.csdn.net/kirito_acmer/article/details/50674663"
"34910","hdoj","5627","http://acm.hdu.edu.cn/showproblem.php?pid=5627","Clarke and MST","HDU 5627 Clarke and MST（贪心、连通性） - TaoSama&#39;s Microcosm
        - 博客频道 - CSDN.NET","csdn","http://blog.csdn.net/lwt36/article/details/50660006"
"34909","hdoj","5627","http://acm.hdu.edu.cn/showproblem.php?pid=5627","Clarke and MST","hdoj5627Clarke and MST - 走一步再走一步
        - 博客频道 - CSDN.NET","csdn","http://blog.csdn.net/r1986799047/article/details/50662324"
